id,price,bedrooms,bathrooms,sqm_living,sqm_lot,waterfront
67,975000,4,2.5,252.6941657,1026.477146,0
68,287000,4,2.5,208.1010777,431.8097362,0
69,204000,3,1,92.90226682,1121.33036,0
70,1325000,5,2.25,297.2872538,1872.723894,0
71,1040000,5,3.25,443.1438127,4653.846154,0
72,325000,3,2,117.0568562,521.3675214,0
73,571000,4,2,255.4812337,725.287997,0
74,360000,4,2.5,221.107395,464.5113341,0
75,349000,3,1.75,166.2950576,4694.25864,0
76,832500,4,4,318.6547752,3261.05537,0
77,380000,4,1.75,163.5079896,678.1865478,0
78,480000,3,1,96.61835749,470.0854701,0
79,410000,3,1,130.9921962,470.0854701,0
80,720000,4,2.5,320.5128205,3686.640654,0
81,390000,3,2.5,218.320327,473.8015608,0
82,360000,4,2.5,176.5143069,547.1014493,0
83,355000,2,1,187.662579,624.303233,0
84,356000,3,1.5,156.0758082,809.3645485,0
85,315000,3,1,89.18617614,616.3136381,0
86,940000,3,1.5,198.810851,334.4481605,0
87,305000,5,2.25,247.1200297,780.3790412,0
88,461000,3,3.25,257.3392791,583.2404311,0
89,215000,2,2.25,149.5726496,189.5206243,0
90,335000,2,1.75,95.68933482,99.03381643,0
91,243500,4,2.5,183.9464883,687.7554812,0
92,1099880,5,2.75,327.0159792,590.2081011,0
93,153000,3,1,111.4827202,975.4738016,0
94,430000,3,1.5,146.7855816,464.5113341,0
95,700000,3,1.5,146.7855816,464.5113341,0
96,905000,4,2.5,306.5774805,952.2482349,0
97,247500,3,1.75,182.088443,1456.800446,0
98,199000,4,1.5,107.7666295,594.5745076,0
99,314000,3,1.75,168.1531029,3883.314753,0
100,437500,3,2.5,215.533259,3423.169825,0
101,850830,3,2.5,192.3076923,1230.118915,0
102,555000,3,2,183.9464883,323.114084,0
103,699950,3,2.25,203.4559643,9995.633593,0
104,1088000,3,2.5,271.2746191,753.7160907,0
105,290000,3,1,112.4117428,3151.151988,0
106,375000,3,2.5,217.3913043,929.4871795,0
107,460000,3,1,155.1467856,372.0735786,0
108,188500,2,1.75,115.1988109,231.6053512,0
109,680000,4,2.5,291.7131178,2604.700855,0
110,470000,5,1.75,188.5916016,1146.599777,0
111,597750,4,2.5,214.6042363,894.0914158,0
112,570000,3,1.75,117.0568562,309.178744,0
113,272500,3,1.75,143.0694909,1170.568562,0
114,329950,3,1.75,193.236715,554.5336306,0
115,480000,4,2.5,300.0743218,1502.322557,0
116,740500,3,3.5,406.9119287,589.9293943,0
117,518500,3,3.5,147.7146042,102.378298,0
118,205425,2,1,81.7539948,629.877369,0
119,171800,4,2,145.8565589,891.8617614,0
120,535000,4,1,149.5726496,277.0345596,0
121,660000,3,2.5,222.9654404,601.4492754,0
122,391500,3,2,134.7082869,848.3835006,0
123,395000,2,1,71.53474545,557.4136009,0
124,445000,4,1.75,195.0947603,408.769974,0
125,770000,3,2.25,270.3455964,947.9747306,0
126,1450000,4,2.75,255.4812337,1652.638424,0
127,445000,3,2.25,195.0947603,761.8914902,0
128,260000,4,2.25,200.6688963,818.5618729,0
129,822500,5,3.5,215.533259,460.7952434,0
130,430000,4,2.5,192.3076923,400.40877,0
131,212000,3,1.75,98.47640282,731.6053512,0
132,660500,4,2.25,186.7335563,892.1404682,0
133,784000,3,3.5,366.9639539,10319.39799,0
134,453246,3,2.5,186.7335563,212.4674842,0
135,675000,4,3.5,198.810851,211.6313638,0
136,199000,3,1.75,122.6309922,1615.57042,0
137,220000,4,1.75,187.662579,728.3537718,0
138,452000,4,2.25,240.6168711,929.2084727,0
139,382500,2,1,110.5536975,412.4860647,0
140,519950,3,2.25,108.6956522,116.0349313,0
141,665000,2,1,103.1215162,297.2872538,0
142,527700,5,2.5,261.9843924,870.9587514,0
143,205000,3,1,149.5726496,797.008547,0
144,420000,3,1,98.47640282,752.2296544,0
145,500000,4,2.25,188.5916016,791.2486065,0
146,921500,4,2.5,340.9513192,29298.95949,0
147,890000,4,1,236.9007804,371.6090673,0
148,430000,2,2.5,224.8234857,5665.551839,0
149,258000,5,2,209.959123,1161.278335,0
150,511000,3,1,132.8502415,320.9773318,0
151,532170,3,2,126.3470829,287.0680045,0
152,560000,3,1,103.1215162,464.5113341,0
153,282950,3,1,116.1278335,761.7985879,0
154,2250000,4,3.25,481.2337421,1844.109996,0
155,350000,1,1,65.03158677,473.8015608,0
156,215000,3,1,109.6246748,712.4674842,0
157,650000,5,3.5,367.8929766,2345.317726,0
158,320000,4,2.75,245.2619844,696.7670011,0
159,247000,3,2,117.9858789,668.7105165,0
160,320000,4,1.75,163.5079896,1038.647343,0
161,255000,5,2.25,191.3786696,801.9323671,0
162,438000,3,1.75,165.3660349,897.4358974,0
163,900000,3,2.5,315.8677072,1542.456336,0
164,441000,3,2.75,177.4433296,676.3285024,0
165,420000,3,2,187.662579,3561.129692,0
166,370000,3,1.75,146.7855816,650.3158677,0
167,269950,2,1.75,124.4890375,673.5414344,0
168,807100,4,2.5,248.9780751,417.9672984,0
169,653000,3,2.5,248.9780751,905.7971014,0
170,371500,3,2,127.2761055,774.4332962,0
171,284000,3,1.75,144.9275362,1950.947603,0
172,272000,3,1.75,200.6688963,663.3221851,0
173,313000,3,1.5,124.4890375,735.042735,0
174,917500,4,2.5,360.4607952,3251.858045,0
175,673000,4,2.25,240.6168711,760.8695652,0
176,425000,3,2.5,104.0505388,102.1924935,0
177,399950,5,2.75,183.0174656,501.6722408,0
178,385000,3,1,113.3407655,445.9308807,0
179,269950,3,1.5,181.1594203,702.3411371,0
180,330000,2,1,125.4180602,763.6566332,0
181,260000,3,2.5,155.1467856,538.5544407,0
182,470000,4,3,221.107395,476.1241174,0
183,589000,4,3,226.681531,891.8617614,0
184,163500,2,1.5,97.54738016,317.6328502,0
185,835000,4,2.75,290.7840951,1246.005203,0
186,1095000,5,3,379.9702713,1193.794129,0
187,269000,4,1.75,138.4243776,929.0226682,0
188,560000,3,2.5,176.5143069,812.337421,0
189,615000,4,1,123.5600149,222.9654404,0
190,585188,3,2.25,207.172055,931.4381271,0
191,305000,3,1.75,153.2887402,880.7134894,0
192,166950,3,1,110.5536975,819.3979933,0
193,799000,3,2.5,198.810851,919.4537347,0
194,400000,3,2.5,202.5269417,697.5102192,0
195,230000,3,1,98.47640282,950.204385,0
196,256883,3,2.5,157.0048309,466.8338907,0
197,423000,4,2,183.0174656,602.006689,0
198,465000,3,2.5,199.7398737,379.4128577,0
199,440000,3,2.5,177.4433296,6151.151988,0
200,385000,3,1.75,125.4180602,14406.63322,0
201,210000,3,1,79.89594946,1089.279078,0
202,297000,3,2.5,180.2303976,1389.074693,0
203,470000,3,1,93.83128948,464.5113341,0
204,226500,3,1.5,120.7729469,684.6897064,0
205,274250,3,1,84.5410628,785.0241546,0
206,840000,4,1.75,230.3976217,1022.853958,0
207,677900,3,2.5,226.681531,426.1426979,0
208,425000,3,1,93.83128948,544.7788926,0
209,180250,2,0.75,83.61204013,891.8617614,0
210,464000,6,3,213.6752137,316.2393162,0
211,320000,4,2.25,143.9985136,704.1062802,0
212,625504,3,2.25,117.9858789,145.4849498,0
213,592500,4,2.5,208.1010777,1117.800074,0
214,465000,3,2.5,252.1367521,1666.295058,0
215,477000,4,2.75,159.7918989,582.4972129,0
216,280000,2,1,78.96692679,1523.597176,0
217,1505000,5,3,306.5774805,3109.810479,0
218,445838,3,2.5,209.0301003,528.7997027,0
219,1072000,2,2.25,362.3188406,1380.899294,0
220,467000,2,1.5,122.6309922,1003.344482,0
221,686000,4,2.5,256.4102564,598.2905983,0
222,279950,3,2,162.5789669,905.7971014,0
223,527000,4,2.25,216.4622817,1805.648458,0
224,325000,3,2.25,206.2430323,1488.294314,0
225,328000,3,2.25,187.662579,778.4280936,0
226,390000,3,2.25,116.1278335,696.7670011,0
227,479950,2,2,140.2824229,605.3511706,0
228,264950,4,2.25,159.7918989,906.0758082,0
229,235000,3,1,132.8502415,1416.38796,0
230,516500,3,2.5,137.4953549,439.3348198,0
231,655000,2,1.75,134.7082869,1467.670011,1
232,500000,4,2.75,211.8171683,1425.771089,0
233,315000,6,2.75,273.1326644,682.8316611,0
234,213000,2,1,92.90226682,947.6031215,0
235,475000,3,1.5,230.3976217,490.5239688,0
236,1025000,5,4,349.3125232,2604.979562,0
237,416000,3,2,206.2430323,8760.683761,0
238,410000,4,1,183.0174656,440.3567447,0
239,800000,3,3.5,355.8156819,20557.78521,0
240,472000,6,2.5,409.6989967,1303.790412,0
241,225000,3,1.75,132.8502415,790.1337793,0
242,210000,2,1,77.10888146,557.4136009,0
243,455000,2,1,132.8502415,464.5113341,0
244,225000,3,1,120.7729469,772.5752508,0
245,480000,2,1,95.68933482,284.2809365,0
246,363000,3,2.5,254.5522111,1102.935712,0
247,2400000,4,2.5,339.0932739,776.105537,1
248,181000,2,1.5,66.88963211,475.6596061,0
249,250000,4,2,186.7335563,679.301375,0
250,481000,3,1.75,144.9275362,278.7068004,0
251,260000,3,2,168.1531029,669.7324415,0
252,455000,4,2.5,312.1516165,713.9539205,0
253,415000,3,2.25,140.2824229,3365.291713,0
254,349500,3,1,130.0631735,328.68822,0
255,245000,3,2.5,160.7209216,691.3786696,0
256,592500,2,2,131.9212189,853.8647343,0
257,385000,4,1.75,219.2493497,707.9152731,0
258,315000,3,1.75,146.7855816,1064.195466,0
259,255000,3,1,114.2697882,944.8160535,0
260,693000,4,2.5,228.5395764,411.0925307,0
261,780000,3,1,154.2177629,408.769974,0
262,237000,3,1.75,117.9858789,786.8821999,0
263,525000,3,2.25,195.0947603,3763.470829,0
264,425000,2,1,71.53474545,468.2274247,0
265,369900,1,0.75,70.60572278,936.3619472,1
266,290000,4,2.5,157.9338536,676.3285024,0
267,285000,3,1,104.0505388,994.1471572,0
268,415000,2,1,99.40542549,418.0602007,0
269,272500,3,2.5,192.3076923,919.7324415,0
270,2900000,4,3.25,469.1564474,1867.335563,0
271,1365000,4,4.75,493.3110368,5327.573393,0
272,436000,2,1,96.61835749,700.2972873,0
273,210000,3,1,157.9338536,1058.156819,0
274,236000,3,1,120.7729469,547.9375697,0
275,331000,3,1.75,100.3344482,121.3303605,0
276,365000,3,2.5,246.4697139,418.9892233,0
277,450000,3,2,212.746191,1510.405054,0
278,770000,4,2.75,354.8866592,2443.329617,0
279,455000,4,2.5,205.3140097,4587.049424,0
280,405000,3,1.75,222.0364177,557.4136009,0
281,304900,4,1.75,241.5458937,1052.118172,0
282,170000,2,1,79.89594946,489.1304348,0
283,2050000,5,3,355.8156819,787.8112226,0
284,780000,4,2.5,325.1579339,654.7751765,0
285,330000,3,3,224.8234857,1296.822742,0
286,370000,4,2.5,252.6941657,805.0910442,0
287,467000,5,2.25,232.255667,1254.180602,0
288,405000,3,1.75,155.1467856,624.303233,0
289,675000,5,2.25,269.4165738,956.8933482,0
290,500000,2,1,152.3597176,1309.921962,0
291,389999,4,2.5,175.5852843,1465.068748,0
292,630000,4,1.75,274.0616871,838.442958,0
293,360000,4,2.5,200.6688963,885.1727982,0
294,580000,4,3,304.7194352,1027.499071,0
295,550000,3,2,183.0174656,387.0308436,0
296,879000,4,2.5,312.1516165,2054.162022,0
297,265000,3,2,122.6309922,832.3114084,0
298,446500,3,2.5,246.1910071,676.885916,0
299,404000,3,1.5,188.5916016,824.9721293,0
300,267500,3,1.75,147.7146042,1106.837607,0
301,3075000,4,5,422.705314,1731.791156,1
302,335000,3,2.5,226.681531,709.0301003,0
303,576000,3,2.5,180.2303976,836.1204013,0
304,208633,3,2.5,189.5206243,353.9576366,0
305,315000,3,2.25,204.384987,812.8948346,0
306,725000,3,1.75,178.3723523,306.5774805,0
307,550000,4,2.75,167.2240803,719.9925678,0
308,610750,4,2.25,202.5269417,677.907841,0
309,550700,2,1,93.83128948,464.5113341,0
310,665000,4,2.75,308.4355258,982.3485693,0
311,834000,4,2.5,220.1783724,371.6090673,0
312,201000,5,1.75,154.2177629,7284.280936,0
313,2384000,5,2.5,339.0932739,840.7655147,0
314,1384000,4,3.25,398.5507246,1124.396135,0
315,1400000,4,3.25,398.5507246,1124.396135,0
316,305000,4,2.25,181.1594203,715.3474545,0
317,487000,3,2,240.6168711,1305.462653,0
318,390000,3,2.5,179.301375,6029.728725,0
319,548000,2,1,136.5663322,358.974359,0
320,268750,4,1,74.32181345,815.2173913,0
321,819900,5,2.75,292.6421405,661.3712375,0
322,520000,3,2.25,188.5916016,1505.016722,0
323,230000,3,2,134.7082869,1040.876997,0
324,240000,3,1.75,140.2824229,952.0624303,0
325,232000,2,1,115.1988109,1123.37421,0
326,240500,2,1,115.1988109,1123.37421,0
327,274975,3,2.5,281.4938685,4180.973616,0
328,740000,4,2,190.449647,408.769974,0
329,186375,3,1,92.90226682,709.4017094,0
330,790000,3,2.25,220.1783724,955.8714233,0
331,880000,4,3.5,260.1263471,627.090301,0
332,279000,6,1.75,208.1010777,1038.647343,0
333,295000,3,2,168.1531029,978.2608696,0
334,640000,2,1,99.40542549,464.5113341,0
335,940000,4,2,231.3266444,884.8940914,0
336,260000,4,2.5,182.088443,486.6220736,0
337,559900,3,2.75,272.2036418,517.3727239,0
338,791500,4,2,140.2824229,325.1579339,0
339,265000,3,1.75,131.9212189,766.4437012,0
340,245000,3,1.75,161.6499443,1072.742475,0
341,485000,4,1.75,237.829803,4087.235229,0
342,684000,4,3.5,282.4228911,781.679673,0
343,425000,3,1.75,232.255667,635.451505,0
344,309600,4,1.75,118.4503902,1858.045336,0
345,552250,4,2.5,239.6878484,540.9698997,0
346,165000,4,1,92.90226682,662.7647715,0
347,239900,4,1,92.90226682,662.7647715,0
348,320000,2,1,99.40542549,3031.679673,0
349,206600,3,2,129.1341509,1250.83612,0
350,387000,4,1.75,232.255667,714.4184318,0
351,299000,1,0.75,52.02526942,1125.975474,0
352,855000,4,2.75,210.8881457,971.7577109,0
353,315000,3,1,176.5143069,1337.792642,0
354,437500,2,1,91.97324415,289.8550725,0
355,252000,4,1.5,143.9985136,1839.464883,0
356,375000,4,1.75,204.384987,694.4444444,0
357,300000,4,2.5,177.4433296,451.6908213,0
358,420000,4,1,162.5789669,891.8617614,0
359,900000,3,1,123.5600149,7243.775548,0
360,679900,3,2.5,226.681531,534.1880342,0
361,463000,3,2.5,152.3597176,2784.280936,0
362,380000,5,2.5,256.4102564,1053.511706,0
363,329500,4,2.5,169.0821256,735.042735,0
364,604950,3,2.5,196.023783,520.9959123,0
365,795000,5,2.5,282.4228911,889.0746934,0
366,465000,3,2,170.9401709,3756.781865,0
367,673000,4,2.5,277.7777778,966.1835749,0
368,810000,4,2.5,327.0159792,1432.552954,0
369,785000,4,2.75,226.681531,6448.810851,0
370,338000,4,3,194.1657376,696.7670011,0
371,280000,3,2.25,132.8502415,670.9401709,0
372,315000,4,2.25,202.5269417,999.0709773,0
373,530000,4,2.25,202.5269417,999.0709773,0
374,380000,5,3,320.5128205,921.0330732,0
375,297000,3,2.25,134.7082869,702.5269417,0
376,730000,4,2.5,300.0743218,681.066518,0
377,450000,3,1.75,152.3597176,1254.180602,0
378,275000,3,3,147.7146042,719.9925678,0
379,595000,4,2,187.662579,264.6785582,0
380,435000,3,1.5,120.7729469,311.0367893,0
381,270000,2,1.5,128.2051282,19505.66704,0
382,950000,3,3,375.3251579,1332.032702,0
383,389000,4,2.25,197.8818283,495.819398,0
384,560000,4,2.25,236.9007804,724.6376812,0
385,1350000,5,3.5,445.9308807,1392.047566,0
386,799000,4,2.25,233.1846897,1076.272761,0
387,365500,3,2,130.9921962,891.8617614,0
388,252350,3,2,153.2887402,683.0174656,0
389,403950,4,2.5,196.9528056,1280.193237,0
390,385000,4,1.5,189.5206243,996.4697139,0
391,345000,4,1,143.9985136,707.9152731,0
392,490000,3,2.75,183.9464883,290.5982906,0
393,330000,3,2.5,148.6436269,2506.224452,0
394,927000,4,2.75,306.5774805,1123.188406,0
395,1118000,4,2.5,356.7447046,1543.942772,0
396,330000,2,1,113.3407655,929.0226682,0
397,530000,5,2.25,252.6941657,817.539948,0
398,365000,4,2,180.2303976,2378.29803,0
399,378750,3,2.5,200.6688963,278.7068004,0
400,269900,4,1.75,142.1404682,812.8948346,0
401,557000,3,3.5,158.8628763,194.7231512,0
402,360000,4,1.75,346.5254552,1577.480491,0
403,352000,2,1,87.32813081,464.5113341,0
404,437000,3,2.5,162.5789669,2077.015979,0
405,322500,4,2.5,169.0821256,627.3690078,0
406,650000,3,3.25,140.2824229,185.8045336,0
407,450000,3,2,119.8439242,112.6904496,0
408,278500,3,2,145.8565589,487.7369008,0
409,364950,4,2.5,179.301375,646.3210702,0
410,840000,4,3.5,263.8424378,3729.004088,0
411,268000,3,2.5,143.9985136,755.6670383,0
412,517534,2,1,77.38758826,13373.0026,0
413,632925,3,2.5,277.7777778,2995.07618,0
414,577500,3,2.5,185.8045336,673.6343367,0
415,339000,4,1.5,222.0364177,694.9089558,0
416,570000,3,1.75,270.3455964,3480.211817,0
417,563500,4,1.75,193.7012263,16187.29097,0
418,423000,4,2.25,204.384987,868.729097,0
419,355000,3,2.25,172.7982163,467.1125975,0
420,1550000,5,4.25,563.9167596,15944.44444,0
421,482000,2,1,88.25715347,367.8929766,0
422,625000,3,1.75,148.6436269,848.6622074,0
423,538000,3,2.5,209.0301003,1080.639168,0
424,380000,3,2.5,211.8171683,952.7127462,0
425,375000,2,1,87.32813081,475.6596061,0
426,245000,3,2.5,142.1404682,789.6692679,0
427,310000,5,1.75,203.4559643,2532.515793,0
428,1300000,3,2,218.320327,1395.48495,0
429,397000,4,2,133.7792642,713.4894091,0
430,365000,3,2.5,204.384987,376.4399851,0
431,328500,4,3,212.746191,766.4437012,0
432,988000,4,3,375.3251579,1830.174656,0
433,1000000,4,2.5,242.4749164,304.4407284,0
434,237000,3,2.5,138.4243776,198.6250465,0
435,525000,4,2.5,227.6105537,490.5239688,0
436,749000,4,2.5,158.8628763,894.3701226,0
437,722500,5,2.5,452.4340394,1096.246748,0
438,843000,3,2.5,290.7840951,812.8948346,0
439,438000,2,2,117.9858789,127.4619101,0
440,578000,3,1.75,196.9528056,1010.312152,0
441,227950,3,1.5,155.1467856,764.5856559,0
442,196000,3,2.25,192.3076923,1075.436641,0
443,641000,2,1,131.9212189,495.3548867,0
444,350000,3,1.5,116.1278335,20436.45485,0
445,205000,3,1,87.32813081,741.3600892,0
446,400000,3,1.75,178.3723523,845.5964326,0
447,1030000,3,2.5,329.3385359,911.9286511,0
448,505000,3,2,117.0568562,507.2463768,0
449,475000,5,2.5,217.3913043,668.8963211,0
450,520000,3,2.25,240.6168711,860.5536975,0
451,1450000,3,4.5,368.8219993,2315.124489,0
452,333500,3,1.75,113.3407655,904.1248606,0
453,232000,3,1,130.0631735,966.4622817,0
454,691100,3,2.75,219.2493497,1497.305834,0
455,811000,3,1.75,173.7272389,919.4537347,0
456,551000,3,2.5,262.9134151,539.0189521,0
457,496500,3,2.5,209.959123,338.1642512,0
458,705000,3,3,183.0174656,1948.903753,1
459,578000,4,2.5,291.7131178,857.0234114,0
460,255000,3,1.75,115.1988109,804.4407284,0
461,1050000,4,3.5,320.5128205,727.6105537,0
462,348000,3,2.25,238.7588257,788.8331475,0
463,230000,3,2,140.2824229,317.0754366,0
464,359500,4,2.25,222.0364177,1045.150502,0
465,330000,3,1,91.04422148,650.3158677,0
466,80000,1,0.75,39.94797473,469.1564474,0
467,465000,3,1.75,137.4953549,590.8584169,0
468,325000,4,2.5,171.8691936,680.4162022,0
469,340500,3,2,210.8881457,2603.586027,0
470,342500,3,2.5,168.1531029,482.3485693,0
471,290900,2,2,149.5726496,1635.079896,0
472,868700,3,4.25,356.7447046,572.3708658,0
473,1199000,4,2.75,381.8283166,780.3790412,0
474,1150000,4,3.25,389.260498,953.0843553,0
475,859900,4,2.75,314.9386845,585.0984764,0
476,520000,4,2.25,175.5852843,279.264214,0
477,460000,3,2.5,149.5726496,234.7640282,0
478,438924,3,1.5,97.54738016,426.4214047,0
479,315000,2,1,58.52842809,608.5098476,0
480,590000,4,2.75,270.3455964,989.4091416,0
481,378500,4,1.75,157.9338536,802.6755853,0
482,328500,3,2.5,181.1594203,755.2954292,0
483,849950,3,3,277.7777778,907.9338536,0
484,525000,3,1.5,125.4180602,557.4136009,0
485,1385000,4,3.25,451.5050167,16844.94612,0
486,295000,4,2.5,200.6688963,717.6700111,0
487,1067000,6,3.5,451.5050167,1095.596433,0
488,207950,2,2,82.68301747,464.5113341,0
489,699900,4,2.75,261.0553698,678.3723523,0
490,1280000,5,2.5,315.8677072,882.5715347,0
491,452000,4,1.5,146.7855816,682.8316611,0
492,370000,3,2,156.0758082,467.8558157,0
493,232000,3,1.75,120.7729469,1043.292456,0
494,669950,5,2.5,261.9843924,1306.391676,0
495,397500,3,2,140.2824229,623.3742103,0
496,490000,2,2.5,114.2697882,129.2270531,0
497,725000,4,2,196.023783,384.6153846,0
498,299000,3,2.75,286.1389818,1824.136009,0
499,625000,2,1.5,138.4243776,534.1880342,0
500,437500,3,2.5,196.9528056,418.0602007,0
501,650000,4,2.5,295.4292085,505.2025269,0
502,475000,2,1,138.4243776,355.3511706,0
503,342000,3,2,179.301375,1109.903382,0
504,1197350,4,2.5,257.3392791,724.6376812,0
505,280000,3,1.5,155.1467856,1078.595318,0
506,240000,2,1.75,123.5600149,668.8963211,0
507,529000,3,1,112.4117428,309.178744,0
508,442000,3,1,110.5536975,473.8015608,0
509,615000,2,1,143.0694909,638.4243776,0
510,1485000,4,3.75,374.3961353,1003.344482,0
511,585000,4,1.75,225.7525084,702.2482349,0
512,480000,4,2.5,241.5458937,723.4299517,0
513,1095000,5,3.5,409.6989967,5301.282051,0
514,290000,4,1,123.5600149,760.3121516,0
515,615000,3,1.75,176.5143069,464.5113341,0
516,300000,2,1,102.1924935,713.4894091,0
517,308000,3,1,183.9464883,3637.123746,0
518,750000,3,2.5,222.9654404,719.5280565,0
519,2250000,4,2.25,442.21479,746.5626161,0
520,890000,4,3.25,295.4292085,18048.86659,0
521,288000,3,1,110.5536975,702.3411371,0
522,190000,2,1,58.52842809,557.4136009,0
523,515000,5,3,235.042735,474.2660721,0
524,235000,4,1.5,157.0048309,1026.941657,0
525,275000,2,1,87.32813081,464.5113341,0
526,727500,2,2,115.1988109,847.1757711,0
527,650000,4,2.5,282.4228911,611.9472315,0
528,1600000,6,5,562.0587142,21428.09365,0
529,365000,4,1,147.7146042,658.2125604,0
530,662000,3,1.75,232.255667,3432.460052,0
531,270500,3,2.5,165.3660349,729.09699,0
532,200000,2,1.5,126.3470829,176.3285024,0
533,970000,4,3.25,440.3567447,7081.939799,0
534,160000,3,1.5,93.83128948,891.8617614,0
535,204000,3,1,96.61835749,687.9412858,0
536,358000,3,2.25,149.5726496,618.2645857,0
537,452000,4,1.75,145.8565589,768.115942,0
538,595000,2,2,140.2824229,371.6090673,0
539,249000,3,2,126.3470829,565.0315868,0
540,346900,4,2.5,183.0174656,474.3589744,0
541,2125000,3,2.5,501.9509476,2236.06466,1
542,280000,4,2.5,144.9275362,404.1248606,0
543,318888,4,1.75,215.533259,1114.827202,0
544,530000,3,2.25,196.9528056,3764.214047,0
545,375000,3,2.25,196.9528056,1718.691936,0
546,910000,4,2.5,311.2225938,2716.648086,0
547,782000,4,2.5,221.107395,893.1623932,0
548,259950,2,2,99.40542549,60.29357116,0
549,315000,4,2.75,213.6752137,1705.685619,0
550,215000,2,1,122.6309922,823.5785953,0
551,705000,3,1.75,202.5269417,949.5540691,0
552,1450000,3,3,406.9119287,587.1423263,0
553,451000,3,1.75,166.2950576,911.6499443,0
554,261000,2,1,69.67670011,754.8309179,0
555,396000,3,1.5,120.7729469,769.2307692,0
556,725000,4,2.5,277.7777778,2709.959123,0
557,1950000,7,3.5,431.066518,1415.366035,0
558,238000,4,1,130.0631735,672.7982163,0
559,750000,6,1.75,255.4812337,888.4243776,0
560,331500,4,2.5,190.449647,954.1991825,0
561,460000,4,3,207.172055,10117.05686,0
562,404950,4,2.25,217.3913043,20161.09253,0
563,880000,3,2.5,266.6295058,479.6544036,0
564,863000,4,2.5,382.7573393,2078.223709,0
565,638700,3,1.75,193.236715,851.1705686,0
566,435000,3,2.5,170.9401709,527.6848755,0
567,260000,3,1,109.6246748,497.0271275,0
568,671500,5,2.75,200.6688963,371.6090673,0
569,610000,3,1,109.6246748,315.8677072,0
570,405000,2,0.75,107.7666295,1396.228168,0
571,338900,4,2.5,170.0111483,521.3675214,0
572,720000,4,4,297.2872538,716.0906726,0
573,442000,5,3,237.829803,505.8528428,0
574,650000,5,2.75,236.9007804,468.2274247,0
